<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.19	19:05:00	4995.02	4999.35	4991.95	4996.20	1332	0	53
2026.02.19	19:10:00	4996.23	4999.57	4995.81	4996.59	1123	0	53
2026.02.19	19:15:00	4996.53	4999.43	4992.58	4998.23	1286	0	55
2026.02.19	19:20:00	4998.25	5001.28	4997.04	4999.25	1204	0	55
2026.02.19	19:25:00	4999.14	5001.69	4993.22	4993.97	1098	0	55
2026.02.19	19:30:00	4993.90	4996.33	4990.94	4993.14	1135	0	55
2026.02.19	19:35:00	4992.98	4995.52	4986.27	4995.47	1195	0	55
2026.02.19	19:40:00	4995.59	4995.59	4992.68	4993.38	940	0	54
2026.02.19	19:45:00	4993.30	4994.46	4989.46	4991.32	1119	0	55
2026.02.19	19:50:00	4991.38	4993.08	4985.54	4986.73	1217	0	55
2026.02.19	19:55:00	4986.71	4988.45	4983.12	4984.86	1324	0	55
2026.02.19	20:00:00	4985.01	4987.49	4981.38	4986.83	1125	0	55
2026.02.19	20:05:00	4986.84	4988.09	4979.61	4983.06	1118	0	55
2026.02.19	20:10:00	4983.05	4988.67	4981.41	4988.20	1292	0	53
2026.02.19	20:15:00	4988.17	4989.43	4982.36	4983.74	984	0	55
2026.02.19	20:20:00	4983.75	4984.20	4978.51	4979.24	1177	0	55
2026.02.19	20:25:00	4979.17	4981.18	4975.92	4977.97	1518	0	55
2026.02.19	20:30:00	4978.07	4983.07	4976.69	4980.76	1220	0	53
2026.02.19	20:35:00	4980.74	4982.45	4978.86	4979.97	980	0	55
2026.02.19	20:40:00	4979.95	4980.03	4975.43	4975.89	977	0	55
2026.02.19	20:45:00	4975.88	4982.21	4975.87	4981.44	945	0	55
2026.02.19	20:50:00	4981.43	4984.31	4979.51	4983.18	923	0	55
2026.02.19	20:55:00	4983.17	4983.49	4979.58	4981.64	949	0	55
2026.02.19	21:00:00	4981.63	4984.53	4980.51	4984.08	1053	0	117
2026.02.19	21:05:00	4984.07	4989.01	4983.78	4988.11	964	0	117
2026.02.19	21:10:00	4988.21	4989.63	4986.25	4986.99	969	0	115
2026.02.19	21:15:00	4986.98	4988.95	4985.95	4988.75	943	0	117
2026.02.19	21:20:00	4988.77	4990.33	4987.97	4987.99	928	0	117
2026.02.19	21:25:00	4987.97	4990.29	4987.60	4989.25	1062	0	117
2026.02.19	21:30:00	4989.22	4989.82	4987.80	4988.17	942	0	117
2026.02.19	21:35:00	4988.19	4988.48	4979.34	4980.90	1084	0	117
2026.02.19	21:40:00	4980.88	4986.18	4978.36	4984.92	1184	0	117
2026.02.19	21:45:00	4984.89	4986.40	4982.21	4986.19	977	0	117
2026.02.19	21:50:00	4986.22	4988.32	4985.60	4986.69	776	0	117
2026.02.19	21:55:00	4986.65	4988.84	4986.52	4987.85	670	0	117
2026.02.19	22:00:00	4987.84	4992.05	4987.84	4989.86	1065	0	117
2026.02.19	22:05:00	4989.85	4991.53	4988.20	4991.06	957	0	117
2026.02.19	22:10:00	4991.10	4992.07	4989.93	4990.92	876	0	117
2026.02.19	22:15:00	4990.90	4994.59	4989.14	4994.41	950	0	117
2026.02.19	22:20:00	4994.42	4995.67	4993.24	4994.54	1144	0	115
2026.02.19	22:25:00	4994.52	4997.04	4994.28	4995.69	1043	0	115
2026.02.19	22:30:00	4995.45	4997.87	4995.08	4996.54	886	0	117
2026.02.19	22:35:00	4996.53	4997.86	4996.15	4997.63	889	0	117
2026.02.19	22:40:00	4997.64	5000.48	4996.83	4999.23	915	0	115
2026.02.19	22:45:00	4999.31	5003.41	4999.03	5002.70	901	0	115
2026.02.19	22:50:00	5002.38	5003.01	5000.53	5001.59	993	0	117
2026.02.19	22:55:00	5001.69	5002.55	4999.52	5001.79	1072	0	117
2026.02.19	23:00:00	5001.85	5004.22	4998.83	4999.72	604	0	117
2026.02.19	23:05:00	4999.68	5000.93	4997.93	4998.69	560	0	117
2026.02.19	23:10:00	4998.70	5000.23	4998.15	4999.90	370	0	117
2026.02.19	23:15:00	4999.89	5000.89	4999.31	5000.27	366	0	117
2026.02.19	23:20:00	5000.24	5001.25	4991.99	4998.74	732	0	116
2026.02.19	23:25:00	4998.76	4998.77	4993.10	4994.15	362	0	117
2026.02.19	23:30:00	4994.01	4995.96	4993.69	4995.60	318	0	117
2026.02.19	23:35:00	4995.58	4997.34	4995.35	4996.90	337	0	117
2026.02.19	23:40:00	4996.95	4999.13	4995.68	4998.96	414	0	117
2026.02.19	23:45:00	4998.53	4999.48	4996.85	4999.20	393	0	117
2026.02.19	23:50:00	4999.19	5000.01	4994.36	4994.57	473	0	116
2026.02.19	23:55:00	4994.36	4996.80	4993.25	4996.33	474	0	116
2026.02.20	01:00:00	4996.07	5004.38	4993.42	5001.94	918	0	65
2026.02.20	01:05:00	5001.95	5007.93	5000.29	5004.43	447	0	65
2026.02.20	01:10:00	5004.34	5005.92	4998.02	4998.84	599	0	71
2026.02.20	01:15:00	4998.86	5002.87	4993.49	5000.92	833	0	71
2026.02.20	01:20:00	5001.02	5003.32	4998.53	5000.20	491	0	71
2026.02.20	01:25:00	5000.06	5002.36	4997.18	4997.24	596	0	71
2026.02.20	01:30:00	4997.29	4998.64	4994.99	4998.59	492	0	71
2026.02.20	01:35:00	4998.61	5001.47	4997.99	4999.36	461	0	71
2026.02.20	01:40:00	4999.35	5000.56	4996.20	4996.32	534	0	71
2026.02.20	01:45:00	4996.27	5000.77	4995.60	4997.69	587	0	71
2026.02.20	01:50:00	4997.67	5000.30	4991.80	4992.50	668	0	71
2026.02.20	01:55:00	4992.51	4993.82	4985.49	4987.76	827	0	70
2026.02.20	02:00:00	4987.85	4994.26	4985.42	4993.48	1092	0	71
2026.02.20	02:05:00	4993.49	4995.83	4991.86	4992.74	644	0	71
2026.02.20	02:10:00	4992.75	4996.42	4992.41	4993.60	580	0	71
2026.02.20	02:15:00	4993.61	4996.27	4993.42	4993.69	558	0	71
2026.02.20	02:20:00	4993.67	4993.67	4988.36	4990.86	717	0	70
2026.02.20	02:25:00	4990.89	4990.99	4988.17	4990.93	625	0	70
2026.02.20	02:30:00	4990.98	4992.97	4990.07	4990.53	684	0	70
2026.02.20	02:35:00	4990.50	4993.35	4987.09	4993.02	567	0	71
2026.02.20	02:40:00	4993.00	4996.17	4992.66	4994.06	579	0	70
2026.02.20	02:45:00	4994.13	4999.02	4993.93	4996.25	715	0	70
2026.02.20	02:50:00	4996.24	5001.44	4995.67	5000.93	840	0	70
2026.02.20	02:55:00	5000.94	5006.92	5000.55	5006.55	954	0	71
2026.02.20	03:00:00	5006.50	5012.60	5005.94	5009.39	1346	0	71
2026.02.20	03:05:00	5009.38	5013.88	5009.14	5010.59	1146	0	71
2026.02.20	03:10:00	5010.64	5014.94	5010.56	5013.41	824	0	70
2026.02.20	03:15:00	5013.42	5013.46	5007.57	5009.05	1015	0	71
2026.02.20	03:20:00	5009.04	5010.97	5001.65	5002.66	1013	0	65
2026.02.20	03:25:00	5002.63	5003.43	4996.04	4999.60	1332	0	71
2026.02.20	03:30:00	4999.55	5003.64	4997.17	4999.72	850	0	71
2026.02.20	03:35:00	4999.71	5000.88	4995.78	4996.75	651	0	71
2026.02.20	03:40:00	4996.74	4998.98	4995.36	4997.68	708	0	71
2026.02.20	03:45:00	4997.69	4999.87	4995.48	4997.86	739	0	71
2026.02.20	03:50:00	4997.38	4999.55	4996.11	4999.32	596	0	71
2026.02.20	03:55:00	4999.33	5000.53	4996.38	4997.09	626	0	71
2026.02.20	04:00:00	4996.99	5005.70	4992.65	5003.96	883	0	71
2026.02.20	04:05:00	5003.97	5007.44	5000.66	5001.66	950	0	71
2026.02.20	04:10:00	5001.67	5001.77	4993.50	4996.79	899	0	71
2026.02.20	04:15:00	4996.76	4999.27	4992.72	4994.56	835	0	71
2026.02.20	04:20:00	4994.57	4997.50	4994.28	4996.81	651	0	71
2026.02.20	04:25:00	4996.83	4998.64	4994.66	4997.36	747	0	71
2026.02.20	04:30:00	4997.40	5003.44	4997.40	4999.00	933	0	71
2026.02.20	04:35:00	4998.99	5000.55	4998.26	4999.71	616	0	71
2026.02.20	04:40:00	4999.75	5000.67	4998.65	4999.73	473	0	71
2026.02.20	04:45:00	4999.69	4999.80	4994.24	4995.76	648	0	71
2026.02.20	04:50:00	4995.77	4997.90	4993.62	4993.62	554	0	71
2026.02.20	04:55:00	4993.65	4996.91	4993.05	4996.19	724	0	71
2026.02.20	05:00:00	4996.14	4997.33	4993.52	4995.19	738	0	71
2026.02.20	05:05:00	4995.18	4995.20	4989.63	4993.60	745	0	71
2026.02.20	05:10:00	4993.96	4996.52	4993.27	4994.35	557	0	71
2026.02.20	05:15:00	4994.31	4998.32	4994.29	4997.66	468	0	71
2026.02.20	05:20:00	4997.70	4998.51	4995.46	4995.86	456	0	71
2026.02.20	05:25:00	4995.95	4996.25	4992.14	4992.28	409	0	71
2026.02.20	05:30:00	4992.59	4998.30	4992.14	4995.93	675	0	71
2026.02.20	05:35:00	4995.94	4999.23	4995.62	4997.84	433	0	71
2026.02.20	05:40:00	4997.89	4997.89	4981.68	4987.33	1174	0	71
2026.02.20	05:45:00	4987.34	4995.43	4986.13	4995.43	955	0	67
2026.02.20	05:50:00	4995.42	4995.93	4992.18	4992.56	785	0	71
2026.02.20	05:55:00	4992.58	4992.87	4987.25	4988.52	672	0	71
2026.02.20	06:00:00	4988.10	4992.34	4986.79	4991.63	676	0	70
2026.02.20	06:05:00	4991.62	4993.23	4991.00	4991.82	442	0	71
2026.02.20	06:10:00	4991.53	4992.75	4989.81	4992.54	389	0	71
2026.02.20	06:15:00	4992.65	4993.11	4990.84	4991.39	382	0	71
2026.02.20	06:20:00	4991.40	4992.60	4990.42	4991.96	304	0	71
2026.02.20	06:25:00	4991.95	4994.79	4991.70	4994.52	351	0	71
2026.02.20	06:30:00	4994.54	4996.05	4993.64	4995.50	599	0	71
2026.02.20	06:35:00	4995.51	4996.16	4995.16	4995.75	473	0	71
2026.02.20	06:40:00	4995.79	5003.45	4995.75	4998.97	784	0	65
2026.02.20	06:45:00	4998.92	4999.92	4997.64	4997.68	620	0	65
2026.02.20	06:50:00	4997.69	4998.25	4996.42	4997.28	462	0	65
2026.02.20	06:55:00	4997.29	5000.26	4997.16	4999.81	542	0	55
2026.02.20	07:00:00	4999.92	5006.00	4999.80	5005.49	796	0	53
2026.02.20	07:05:00	5005.50	5006.21	5000.74	5000.92	629	0	53
2026.02.20	07:10:00	5000.88	5003.81	5000.12	5001.32	541	0	53
2026.02.20	07:15:00	5001.30	5002.19	4998.85	4999.41	402	0	55
2026.02.20	07:20:00	4999.40	5002.48	4998.86	5001.55	500	0	55
2026.02.20	07:25:00	5001.57	5002.40	5001.04	5001.59	507	0	55
2026.02.20	07:30:00	5001.53	5002.82	5000.73	5002.49	587	0	53
2026.02.20	07:35:00	5002.50	5004.83	5002.50	5003.33	730	0	55
2026.02.20	07:40:00	5003.32	5003.72	4998.10	4999.35	592	0	55
2026.02.20	07:45:00	4999.33	5007.25	4998.24	5006.94	797	0	53
2026.02.20	07:50:00	5006.91	5008.04	5006.35	5007.63	846	0	55
2026.02.20	07:55:00	5007.66	5012.01	5007.09	5012.01	780	0	55
2026.02.20	08:00:00	5012.11	5017.72	5011.84	5015.03	1099	0	55
2026.02.20	08:05:00	5015.01	5015.19	5012.02	5013.01	771	0	54
2026.02.20	08:10:00	5013.30	5020.03	5013.30	5016.54	967	0	55
2026.02.20	08:15:00	5016.53	5018.83	5016.44	5017.15	600	0	55
2026.02.20	08:20:00	5017.10	5023.01	5016.75	5022.14	851	0	53
2026.02.20	08:25:00	5022.13	5029.79	5021.54	5022.15	1085	0	55
2026.02.20	08:30:00	5022.03	5025.44	5020.56	5024.49	910	0	53
2026.02.20	08:35:00	5024.50	5028.23	5021.78	5027.07	972	0	53
2026.02.20	08:40:00	5026.77	5027.45	5025.94	5026.85	806	0	55
2026.02.20	08:45:00	5026.87	5029.78	5026.76	5029.61	689	0	53
2026.02.20	08:50:00	5029.67	5030.07	5024.73	5025.74	815	0	55
2026.02.20	08:55:00	5025.75	5025.78	5020.19	5020.67	792	0	53
2026.02.20	09:00:00	5020.63	5022.42	5015.64	5021.24	1221	0	53
2026.02.20	09:05:00	5021.23	5025.98	5021.22	5025.50	989	0	53
2026.02.20	09:10:00	5025.44	5028.08	5021.67	5022.70	818	0	55
2026.02.20	09:15:00	5022.72	5023.69	5020.31	5020.35	526	0	54
2026.02.20	09:20:00	5020.34	5020.46	5012.00	5012.09	1183	0	53
2026.02.20	09:25:00	5012.11	5016.12	5009.68	5015.35	990	0	53
2026.02.20	09:30:00	5015.42	5016.29	5012.72	5014.43	791	0	55
2026.02.20	09:35:00	5014.44	5017.91	5013.93	5017.91	718	0	53
2026.02.20	09:40:00	5018.00	5018.02	5013.53	5016.24	835	0	54
2026.02.20	09:45:00	5016.29	5016.34	5013.31	5014.10	552	0	55
2026.02.20	09:50:00	5014.12	5015.48	5010.24	5012.01	677	0	53
2026.02.20	09:55:00	5012.04	5012.04	5006.07	5006.49	1056	0	55
2026.02.20	10:00:00	5006.83	5015.68	5006.76	5014.99	1157	0	54
2026.02.20	10:05:00	5014.96	5016.49	5006.39	5006.55	1145	0	55
2026.02.20	10:10:00	5006.51	5013.10	5005.12	5012.47	1044	0	53
2026.02.20	10:15:00	5012.30	5013.85	5011.48	5013.81	772	0	55
2026.02.20	10:20:00	5014.20	5016.09	5012.05	5015.55	765	0	53
2026.02.20	10:25:00	5015.60	5019.81	5015.06	5018.49	910	0	53
2026.02.20	10:30:00	5018.95	5022.54	5017.70	5021.66	936	0	53
2026.02.20	10:35:00	5021.80	5027.26	5021.48	5025.76	1001	0	53
2026.02.20	10:40:00	5025.77	5026.81	5021.54	5022.66	957	0	53
2026.02.20	10:45:00	5022.65	5025.63	5022.60	5024.90	912	0	55
2026.02.20	10:50:00	5024.91	5030.60	5024.63	5030.41	984	0	53
2026.02.20	10:55:00	5030.45	5030.87	5028.03	5028.87	842	0	55
2026.02.20	11:00:00	5028.79	5034.96	5028.08	5034.46	1150	0	53
2026.02.20	11:05:00	5034.47	5039.14	5032.87	5039.04	1217	0	53
2026.02.20	11:10:00	5038.98	5040.67	5034.64	5039.03	1278	0	53
2026.02.20	11:15:00	5039.04	5042.34	5036.59	5038.69	1154	0	53
2026.02.20	11:20:00	5038.64	5042.50	5036.90	5037.93	1090	0	53
2026.02.20	11:25:00	5037.94	5037.95	5033.41	5034.09	1146	0	53
2026.02.20	11:30:00	5034.18	5035.83	5030.20	5035.38	1875	0	53
2026.02.20	11:35:00	5035.39	5035.74	5029.76	5031.52	933	0	54
2026.02.20	11:40:00	5031.51	5033.84	5031.44	5032.33	758	0	55
2026.02.20	11:45:00	5032.38	5033.58	5031.54	5033.46	727	0	55
2026.02.20	11:50:00	5033.45	5034.81	5030.80	5031.09	734	0	53
2026.02.20	11:55:00	5031.11	5031.25	5027.59	5027.69	823	0	53
2026.02.20	12:00:00	5027.79	5028.76	5024.33	5024.83	921	0	53
2026.02.20	12:05:00	5024.82	5025.83	5022.60	5025.04	955	0	53
2026.02.20	12:10:00	5025.07	5026.84	5019.88	5025.95	908	0	53
2026.02.20	12:15:00	5025.96	5030.99	5025.04	5029.66	863	0	53
2026.02.20	12:20:00	5029.64	5030.15	5025.70	5026.01	941	0	54
2026.02.20	12:25:00	5026.02	5026.74	5023.36	5026.46	847	0	55
2026.02.20	12:30:00	5026.49	5034.20	5026.49	5033.40	960	0	55
2026.02.20	12:35:00	5033.38	5038.48	5033.27	5036.74	915	0	53
2026.02.20	12:40:00	5036.75	5037.40	5032.47	5033.91	781	0	53
2026.02.20	12:45:00	5033.92	5033.97	5025.90	5029.43	1075	0	53
2026.02.20	12:50:00	5029.45	5036.02	5028.96	5035.42	952	0	53
2026.02.20	12:55:00	5035.53	5037.05	5033.20	5034.68	800	0	55
2026.02.20	13:00:00	5034.71	5034.85	5032.40	5032.95	814	0	53
2026.02.20	13:05:00	5032.96	5034.03	5032.65	5033.67	651	0	53
2026.02.20	13:10:00	5033.58	5034.81	5030.99	5031.35	624	0	55
2026.02.20	13:15:00	5031.37	5032.32	5029.39	5031.39	796	0	55
2026.02.20	13:20:00	5031.34	5032.39	5027.98	5028.73	736	0	53
2026.02.20	13:25:00	5028.74	5029.82	5025.94	5028.70	785	0	53
2026.02.20	13:30:00	5028.79	5033.31	5027.00	5032.04	821	0	55
2026.02.20	13:35:00	5032.03	5033.35	5026.28	5026.42	856	0	53
2026.02.20	13:40:00	5026.41	5027.31	5022.70	5027.02	983	0	53
2026.02.20	13:45:00	5027.01	5028.61	5016.57	5022.37	1247	0	53
2026.02.20	13:50:00	5022.30	5023.41	5018.57	5020.30	1047	0	55
2026.02.20	13:55:00	5020.25	5020.25	5015.46	5017.34	1170	0	54
2026.02.20	14:00:00	5017.83	5022.70	5013.90	5020.48	1340	0	55
2026.02.20	14:05:00	5020.44	5023.79	5018.16	5023.13	1028	0	55
2026.02.20	14:10:00	5023.12	5023.14	5019.34	5022.47	755	0	55
2026.02.20	14:15:00	5022.50	5023.44	5016.95	5019.52	886	0	55
2026.02.20	14:20:00	5019.37	5019.37	5014.39	5015.65	956	0	53
2026.02.20	14:25:00	5015.66	5018.79	5011.69	5011.97	950	0	55
2026.02.20	14:30:00	5012.56	5023.01	5006.91	5021.06	1566	0	53
2026.02.20	14:35:00	5021.08	5024.30	5020.82	5022.75	1095	0	55
2026.02.20	14:40:00	5022.96	5025.68	5019.64	5025.25	1060	0	55
2026.02.20	14:45:00	5025.15	5025.56	5022.03	5022.74	682	0	55
2026.02.20	14:50:00	5022.71	5023.26	5021.73	5022.64	600	0	55
2026.02.20	14:55:00	5022.63	5026.65	5021.79	5025.28	718	0	55
2026.02.20	15:00:00	5025.26	5028.76	5023.71	5028.74	968	0	53
2026.02.20	15:05:00	5028.72	5028.90	5026.21	5026.77	1000	0	53
2026.02.20	15:10:00	5026.78	5027.76	5025.20	5025.58	726	0	55
2026.02.20	15:15:00	5025.52	5030.49	5025.16	5029.49	830	0	55
2026.02.20	15:20:00	5029.65	5031.22	5027.13	5030.45	851	0	55
2026.02.20	15:25:00	5030.50	5031.98	5028.25	5029.18	885	0	55
2026.02.20	15:30:00	5029.17	5032.19	5018.29	5024.11	6296	0	53
2026.02.20	15:35:00	5024.11	5029.67	5021.11	5029.30	2113	0	53
2026.02.20	15:40:00	5029.31	5031.90	5025.92	5030.93	1277	0	55
2026.02.20	15:45:00	5031.22	5042.30	5030.98	5041.03	1439	0	53
2026.02.20	15:50:00	5041.51	5048.12	5040.80	5045.63	1743	0	53
2026.02.20	15:55:00	5045.22	5048.65	5042.99	5043.69	1350	0	53
2026.02.20	16:00:00	5043.70	5045.62	5039.24	5040.27	1543	0	55
2026.02.20	16:05:00	5040.33	5046.75	5037.27	5044.92	1418	0	53
2026.02.20	16:10:00	5044.93	5047.36	5039.61	5042.94	1239	0	55
2026.02.20	16:15:00	5042.97	5044.81	5041.64	5042.44	1120	0	55
2026.02.20	16:20:00	5042.45	5043.54	5040.91	5041.71	1078	0	55
2026.02.20	16:25:00	5042.14	5042.14	5038.76	5041.53	1135	0	53
2026.02.20	16:30:00	5040.89	5052.23	5037.64	5046.77	2203	0	53
2026.02.20	16:35:00	5046.74	5052.32	5040.42	5047.37	2050	0	55
2026.02.20	16:40:00	5047.44	5054.85	5044.49	5052.83	1685	0	53
2026.02.20	16:45:00	5052.94	5060.73	5052.94	5057.59	1744	0	53
2026.02.20	16:50:00	5057.61	5060.33	5053.29	5058.86	1656	0	55
2026.02.20	16:55:00	5059.09	5059.32	5048.62	5054.27	1666	0	54
2026.02.20	17:00:00	5053.68	5064.27	5015.54	5027.48	2450	0	53
2026.02.20	17:05:00	5028.30	5030.53	4989.38	5022.13	2658	0	53
2026.02.20	17:10:00	5021.75	5027.94	5008.41	5022.67	2537	0	55
2026.02.20	17:15:00	5022.41	5045.01	5020.19	5035.98	2523	0	54
2026.02.20	17:20:00	5036.03	5038.57	5022.88	5024.26	2316	0	53
2026.02.20	17:25:00	5024.39	5026.30	5011.38	5025.75	2518	0	53
2026.02.20	17:30:00	5026.02	5030.30	5016.90	5025.68	2573	0	55
2026.02.20	17:35:00	5025.95	5038.17	5019.31	5036.59	2397	0	55
2026.02.20	17:40:00	5036.67	5046.49	5027.83	5045.19	2316	0	53
2026.02.20	17:45:00	5045.28	5052.68	5044.64	5047.21	1993	0	53
2026.02.20	17:50:00	5047.24	5048.65	5036.54	5043.22	2303	0	53
2026.02.20	17:55:00	5043.13	5044.37	5037.66	5042.76	2019	0	53
2026.02.20	18:00:00	5042.48	5049.46	5039.23	5042.88	2007	0	53
2026.02.20	18:05:00	5042.99	5052.87	5038.93	5048.83	1929	0	55
2026.02.20	18:10:00	5048.72	5055.94	5048.02	5054.45	1775	0	53
2026.02.20	18:15:00	5054.46	5056.76	5048.42	5050.01	2234	0	55
2026.02.20	18:20:00	5049.76	5051.77	5046.12	5051.23	2164	0	55
2026.02.20	18:25:00	5051.19	5054.60	5046.95	5053.85	1897	0	53
2026.02.20	18:30:00	5053.91	5069.27	5052.80	5067.47	2006	0	53
2026.02.20	18:35:00	5067.67	5068.53	5059.24	5064.64	1763	0	55
2026.02.20	18:40:00	5064.70	5065.33	5059.68	5063.13	1591	0	55
2026.02.20	18:45:00	5063.20	5067.38	5063.15	5064.77	1513	0	55
2026.02.20	18:50:00	5064.81	5067.54	5061.03	5064.29	1438	0	53
2026.02.20	18:55:00	5064.41	5067.10	5060.39	5066.63	1523	0	55
2026.02.20	19:00:00	5065.83	5070.33	5064.41	5066.69	1576	0	55
2026.02.20	19:05:00	5066.63	5072.31	5065.80	5070.86	1466	0	55
2026.02.20	19:10:00	5070.88	5073.48	5065.25	5066.72	1609	0	54
2026.02.20	19:15:00	5066.86	5068.23	5060.72	5060.72	1837	0	55
2026.02.20	19:20:00	5060.75	5061.72	5054.87	5055.89	1833	0	53
2026.02.20	19:25:00	5055.88	5065.07	5054.64	5064.22	1847	0	53
2026.02.20	19:30:00	5064.39	5066.90	5061.79	5064.72	1626	0	55
2026.02.20	19:35:00	5064.73	5067.96	5063.53	5066.99	1418	0	53
2026.02.20	19:40:00	5066.97	5070.11	5065.69	5068.45	1372	0	54
2026.02.20	19:45:00	5068.66	5073.95	5067.54	5073.71	1405	0	53
2026.02.20	19:50:00	5073.73	5076.42	5071.61	5075.20	1555	0	55
2026.02.20	19:55:00	5075.16	5075.87	5071.85	5072.97	1441	0	55
2026.02.20	20:00:00	5072.89	5073.66	5070.84	5071.40	1498	0	55
2026.02.20	20:05:00	5071.48	5072.93	5066.64	5070.62	1407	0	55
2026.02.20	20:10:00	5070.64	5072.59	5068.42	5069.67	1391	0	55
2026.02.20	20:15:00	5069.77	5069.81	5065.13	5066.06	1298	0	55
2026.02.20	20:20:00	5065.81	5069.54	5064.15	5069.46	1516	0	55
2026.02.20	20:25:00	5069.55	5070.69	5054.26	5058.28	1918	0	55
2026.02.20	20:30:00	5058.34	5065.78	5057.58	5065.71	465	0	53
2026.02.20	20:40:00	5070.15	5073.29	5065.68	5066.88	1196	0	55
2026.02.20	20:45:00	5066.95	5074.13	5066.79	5072.60	1272	0	55
2026.02.20	20:50:00	5072.61	5072.61	5067.69	5071.62	1207	0	55
2026.02.20	20:55:00	5071.65	5072.42	5068.43	5071.52	941	0	55
2026.02.20	21:00:00	5071.66	5075.44	5070.84	5072.49	932	0	117
2026.02.20	21:05:00	5072.53	5072.61	5070.18	5071.60	900	0	115
2026.02.20	21:10:00	5071.65	5072.89	5068.93	5071.67	963	0	115
2026.02.20	21:15:00	5071.65	5075.58	5068.83	5074.12	922	0	117
2026.02.20	21:20:00	5074.13	5074.36	5071.99	5073.03	694	0	117
2026.02.20	21:25:00	5073.12	5073.59	5069.55	5069.66	770	0	117
2026.02.20	21:30:00	5069.70	5072.89	5069.70	5071.44	767	0	116
2026.02.20	21:35:00	5071.45	5072.64	5070.74	5072.52	604	0	117
2026.02.20	21:40:00	5072.53	5073.79	5071.60	5073.65	822	0	117
2026.02.20	21:45:00	5073.61	5075.44	5072.37	5072.60	814	0	117
2026.02.20	21:50:00	5072.17	5076.63	5072.17	5075.98	805	0	117
2026.02.20	21:55:00	5075.99	5079.94	5075.33	5079.51	1052	0	115
2026.02.20	22:00:00	5079.49	5079.68	5076.94	5078.02	1116	0	117
2026.02.20	22:05:00	5077.94	5081.34	5076.76	5080.32	1019	0	115
2026.02.20	22:10:00	5080.18	5081.29	5077.35	5079.62	1107	0	115
2026.02.20	22:15:00	5079.61	5084.45	5078.45	5082.96	948	0	116
2026.02.20	22:20:00	5082.99	5086.42	5082.44	5086.02	1066	0	117
2026.02.20	22:25:00	5086.00	5086.15	5084.09	5084.94	899	0	117
2026.02.20	22:30:00	5084.29	5087.43	5082.73	5084.41	1100	0	117
2026.02.20	22:35:00	5084.46	5086.57	5083.97	5085.86	838	0	115
2026.02.20	22:40:00	5086.19	5086.91	5082.03	5084.81	1028	0	117
2026.02.20	22:45:00	5084.69	5086.73	5083.41	5084.32	1211	0	115
2026.02.20	22:50:00	5084.25	5088.44	5083.42	5087.75	1339	0	115
2026.02.20	22:55:00	5087.36	5098.02	5087.03	5096.67	1624	0	115
2026.02.20	23:00:00	5096.81	5099.13	5092.21	5095.16	922	0	115
2026.02.20	23:05:00	5095.01	5096.09	5091.69	5093.39	539	0	117
2026.02.20	23:10:00	5093.15	5095.53	5092.45	5093.22	480	0	117
2026.02.20	23:15:00	5093.16	5094.89	5091.60	5093.62	630	0	117
2026.02.20	23:20:00	5093.65	5096.21	5092.87	5094.72	545	0	117
2026.02.20	23:25:00	5094.63	5098.98	5093.61	5098.01	680	0	117
2026.02.20	23:30:00	5097.99	5100.27	5097.47	5098.15	569	0	117
2026.02.20	23:35:00	5098.14	5099.89	5097.65	5099.70	439	0	117
2026.02.20	23:40:00	5099.31	5100.22	5097.64	5099.62	414	0	117
2026.02.20	23:45:00	5099.42	5105.48	5098.70	5104.42	686	0	117
2026.02.20	23:50:00	5104.39	5107.10	5101.98	5103.92	712	0	117
2026.02.20	23:55:00	5104.06	5107.94	5103.13	5106.80	984	0	115
2026.02.23	01:00:00	5106.68	5120.84	5098.34	5117.57	1415	0	71
2026.02.23	01:05:00	5117.56	5140.83	5117.56	5135.00	1577	0	71
2026.02.23	01:10:00	5135.10	5146.66	5134.97	5146.66	1485	0	71
2026.02.23	01:15:00	5146.47	5150.55	5141.56	5142.09	1306	0	70
2026.02.23	01:20:00	5142.07	5147.65	5140.47	5146.20	1249	0	71
2026.02.23	01:25:00	5146.06	5151.68	5143.09	5146.17	1167	0	71
2026.02.23	01:30:00	5146.04	5150.93	5144.28	5146.56	989	0	71
2026.02.23	01:35:00	5146.55	5151.80	5146.48	5147.46	1076	0	71
2026.02.23	01:40:00	5147.50	5158.78	5147.28	5158.60	1397	0	70
2026.02.23	01:45:00	5158.59	5160.35	5153.71	5158.71	1310	0	70
2026.02.23	01:50:00	5158.70	5167.58	5157.18	5165.22	1227	0	70
2026.02.23	01:55:00	5165.23	5171.62	5163.47	5165.30	1078	0	65
2026.02.23	02:00:00	5165.32	5166.66	5139.38	5148.43	1877	0	65
2026.02.23	02:05:00	5148.47	5151.76	5138.24	5149.90	1542	0	71
2026.02.23	02:10:00	5149.92	5150.94	5132.38	5138.88	1655	0	65
2026.02.23	02:15:00	5138.58	5140.89	5131.43	5131.48	1365	0	71
2026.02.23	02:20:00	5131.49	5145.76	5129.34	5145.72	1444	0	70
2026.02.23	02:25:00	5145.75	5153.74	5137.33	5153.23	1491	0	71
2026.02.23	02:30:00	5153.21	5160.89	5148.43	5149.85	1484	0	69
